Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp,Equipment
Rickshaw Carry,https://www.bodybuilding.com/exercises/rickshaw-carry,https://www.bodybuilding.com/exercises/exerciseImages/sequences/742/Male/m/742_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/742/Male/m/742_2.jpg,Forearms,Other
Single-Leg Press,https://www.bodybuilding.com/exercises/single-leg-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50m-single-leg-leg-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50m-single-leg-leg-press-m2-square-600x600.jpg,Quadriceps,Machine
Landmine twist,https://www.bodybuilding.com/exercises/landmine-180s,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-129s-landmine-twist-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-129s-landmine-twist-m3-square-600x600.jpg,Abdominals,Other
Weighted pull-up,https://www.bodybuilding.com/exercises/weighted-pull-ups,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-96c-weighted-pull-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-96c-weighted-pull-up-m2-square-600x600.jpg,Lats,Other
T-Bar Row with Handle,https://www.bodybuilding.com/exercises/t-bar-row-with-handle,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1931/Male/m/1931_1.jpg,https://www.bodybuilding.com/images/2020/october/1931_2sm.jpg,Middle Back,Other
Palms-down wrist curl over bench,https://www.bodybuilding.com/exercises/palms-down-wrist-curl-over-a-bench,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62e-palms-down-wrist-curl-over-bench-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62e-palms-down-wrist-curl-over-bench-m2-square-600x600.jpg,Forearms,Barbell
Atlas Stones,https://www.bodybuilding.com/exercises/atlas-stones,https://www.bodybuilding.com/exercises/exerciseImages/sequences/659/Male/m/659_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/659/Male/m/659_2.jpg,Lower Back,Other
Dumbbell front raise to lateral raise,https://www.bodybuilding.com/exercises/side-laterals-to-front-raise-,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61d-dumbbell-front-raise-to-lateral-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61d-dumbbell-front-raise-to-lateral-raise-m3-square-600x600.jpg,Shoulders,Dumbbell
Clean from Blocks,https://www.bodybuilding.com/exercises/clean-from-blocks,https://www.bodybuilding.com/exercises/exerciseImages/sequences/746/Male/m/746_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/746/Male/m/746_2.jpg,Quadriceps,Barbell
Incline Hammer Curls,https://www.bodybuilding.com/exercises/incline-hammer-curls,https://www.bodybuilding.com/exercises/exerciseImages/sequences/882/Male/m/882_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/882/Male/m/882_2.jpg,Biceps,Dumbbell
Straight-bar wrist roll-up,https://www.bodybuilding.com/exercises/wrist-rotations-with-straight-bar,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-116s-straight-bar-wrist-roll-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-116s-straight-bar-wrist-roll-up-m3-square-600x600.jpg,Forearms,
Barbell glute bridge,https://www.bodybuilding.com/exercises/barbell-glute-bridge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-114s-barbell-glute-bridge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-114s-barbell-glute-bridge-m2-square-600x600.jpg,Glutes,Barbell
Clean and press,https://www.bodybuilding.com/exercises/clean-and-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-27b-clean-and-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-27b-clean-and-press-m5-square-600x600.jpg,Shoulders,Barbell
Triceps dip,https://www.bodybuilding.com/exercises/dips-triceps-version,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m2-square-600x600.jpg,Triceps,Body Only
Dumbbell farmer's walk,https://www.bodybuilding.com/exercises/farmers-walk,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-30d-dumbbell-farmers-walk-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-30d-dumbbell-farmers-walk-m5-square-600x600.jpg,Forearms,Other
Palms-up wrist curl over bench,https://www.bodybuilding.com/exercises/palms-up-barbell-wrist-curl-over-a-bench,,,Forearms,Barbell
Barbell Full Squat,https://www.bodybuilding.com/exercises/barbell-full-squat,,,Quadriceps,Barbell
Barbell deficit deadlift,https://www.bodybuilding.com/exercises/deficit-deadlift,,,Lower Back,Barbell
Barbell Deadlift,https://www.bodybuilding.com/exercises/barbell-deadlift,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-07b-barbell-deadlift-m1-16x9.jpg,,Hamstrings,Barbell
Single-arm palm-in dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-palm-in-one-arm-dumbbell-press,,,Shoulders,Dumbbell
Romanian Deadlift With Dumbbells,https://www.bodybuilding.com/exercises/romanian-deadlift-with-dumbbells,,,Hamstrings,Dumbbell
Tire flip,https://www.bodybuilding.com/exercises/tire-flip,,,Quadriceps,Other
Clean Deadlift,https://www.bodybuilding.com/exercises/clean-deadlift,,,Hamstrings,Barbell
Elbow plank,https://www.bodybuilding.com/exercises/plank,,,Abdominals,Body Only
Bottoms Up,https://www.bodybuilding.com/exercises/bottoms-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m2-square-600x600.jpg,,Abdominals,Body Only
Barbell back squat to box,https://www.bodybuilding.com/exercises/box-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-72e-barbell-back-squat-to-box-m2-square-600x600.jpg,,Quadriceps,Barbell
Clean and jerk,https://www.bodybuilding.com/exercises/clean-and-jerk,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26b-clean-and-jerk-m1-square-600x600.jpg,,Shoulders,Barbell
Single-arm kettlebell push-press,https://www.bodybuilding.com/exercises/one-arm-kettlebell-push-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-67k-single-arm-kettlebell-push-press-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-67k-single-arm-kettlebell-push-press-m3-square-600x600.jpg,Shoulders,Kettlebells
Push-press,https://www.bodybuilding.com/exercises/push-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-39b-push-press-m2-square-600x600.jpg,,Quadriceps,Barbell
Suspended ab fall-out,https://www.bodybuilding.com/exercises/suspended-fallout,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-158s-suspended-ab-fall-out-m2-600x600.jpg,,Abdominals,Other
Military press,https://www.bodybuilding.com/exercises/standing-military-press,,,Shoulders,Barbell
Power snatch-,https://www.bodybuilding.com/exercises/snatch,,,Quadriceps,Barbell
Sumo deadlift,https://www.bodybuilding.com/exercises/sumo-deadlift,,,Hamstrings,Barbell
Hang Clean,https://www.bodybuilding.com/exercises/hang-clean,,,Quadriceps,Barbell
Dumbbell V-Sit Cross Jab,https://www.bodybuilding.com/exercises/dumbbell-v-sit-cross-jab,,,Abdominals,Dumbbell
Reverse Band Box Squat,https://www.bodybuilding.com/exercises/reverse-band-box-squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/753/Male/m/753_2.jpg,,Quadriceps,
Standing palms-in shoulder press,https://www.bodybuilding.com/exercises/standing-palms-in-dumbbell-press,,,Shoulders,Dumbbell
Standing cable low-to-high twist,https://www.bodybuilding.com/exercises/standing-cable-lift,,,Abdominals,Cable
Decline EZ-bar skullcrusher,https://www.bodybuilding.com/exercises/decline-ez-bar-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47n-decline-ez-bar-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47n-decline-ez-bar-skullcrusher-m2-square-600x600.jpg,Triceps,E-Z Curl Bar
Standing behind-the-back wrist curl,https://www.bodybuilding.com/exercises/standing-palms-up-barbell-behind-the-back-wrist-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-14b-standing-behind-the-back-wrist-curl-m1-square-600x600.jpg,,Forearms,Barbell
Seated finger curl,https://www.bodybuilding.com/exercises/finger-curls,,,Forearms,Barbell
Wide-grip barbell curl,https://www.bodybuilding.com/exercises/wide-grip-standing-barbell-curl,,,Biceps,Barbell
Dumbbell spell caster,https://www.bodybuilding.com/exercises/spell-caster,,,Abdominals,Dumbbell
Dumbbell floor press,https://www.bodybuilding.com/exercises/dumbbell-floor-press,,,Triceps,Dumbbell
Lying Face Down Plate Neck Resistance,https://www.bodybuilding.com/exercises/lying-face-down-plate-neck-resistance,,,Neck,Other
Pullups,https://www.bodybuilding.com/exercises/pullups,,,Lats,Body Only
Decline reverse crunch,https://www.bodybuilding.com/exercises/decline-reverse-crunch,,,Abdominals,Other
Dumbbell Bench Press,https://www.bodybuilding.com/exercises/dumbbell-bench-press,,,Chest,Dumbbell
Jumping rope,https://www.bodybuilding.com/exercises/rope-jumping,,,Quadriceps,Body Only
Seated barbell shoulder press,https://www.bodybuilding.com/exercises/seated-barbell-military-press,,,Shoulders,Barbell
EZ-bar spider curl,https://www.bodybuilding.com/exercises/spider-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18n-barbell-spider-curl-m1-square-600x600.jpg,,Biceps,Barbell
Smith machine shrug,https://www.bodybuilding.com/exercises/smith-machine-shrug,,,Traps,Machine
Smith Machine Calf Raise,https://www.bodybuilding.com/exercises/smith-machine-calf-raise,,,Calves,Machine
Romanian Deadlift from Deficit,https://www.bodybuilding.com/exercises/romanian-deadlift-from-deficit,,,Hamstrings,Barbell
Power Snatch,https://www.bodybuilding.com/exercises/power-snatch,,,Hamstrings,Barbell
Pushups,https://www.bodybuilding.com/exercises/pushups,,,Chest,Body Only
Barbell walking lunge,https://www.bodybuilding.com/exercises/barbell-walking-lunge,,,Quadriceps,Barbell
Front Squats With Two Kettlebells,https://www.bodybuilding.com/exercises/front-squats-with-two-kettlebells,https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_2.jpg,Quadriceps,Kettlebells
Spider crawl,https://www.bodybuilding.com/exercises/spider-crawl,,,Abdominals,Body Only
Power Clean from Blocks,https://www.bodybuilding.com/exercises/power-clean-from-blocks,,,Hamstrings,Barbell
Single Leg Push-off,https://www.bodybuilding.com/exercises/single-leg-push-off,,,Quadriceps,Other
Hip Circles (Prone),https://www.bodybuilding.com/exercises/hip-circles-prone,,,Abductors,
Reverse-grip bent-over row,https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows,,,Middle Back,Barbell
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl,,,Forearms,Cable
Back extension,https://www.bodybuilding.com/exercises/hyperextensions-back-extensions,,,Lower Back,Body Only
Close-grip bench press,https://www.bodybuilding.com/exercises/close-grip-barbell-bench-press,,,Chest,Barbell
Cocoons,https://www.bodybuilding.com/exercises/cocoons,,,Abdominals,Body Only
Cross-Body Crunch,https://www.bodybuilding.com/exercises/cross-body-crunch,,,Abdominals,Body Only
Dumbbell Flyes,https://www.bodybuilding.com/exercises/dumbbell-flyes,,,Chest,Dumbbell
Hammer Curls,https://www.bodybuilding.com/exercises/hammer-curls,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m2-square-600x600.jpg,Biceps,Dumbbell
Incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m2-square-600x600.jpg,Chest,Dumbbell
Low-cable cross-over,https://www.bodybuilding.com/exercises/low-cable-crossover,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5c-low-cable-cross-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5c-low-cable-cross-over-m2-square-600x600.jpg,Chest,Cable
Single-arm high-cable side bend,https://www.bodybuilding.com/exercises/one-arm-high-pulley-cable-side-bends,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-107c-single-arm-high-cable-side-bend-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-107c-single-arm-high-cable-side-bend-m2-600x600.jpg,Abdominals,Cable
Seated Dumbbell Press,https://www.bodybuilding.com/exercises/seated-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,,Shoulders,Dumbbell
Standing dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m1-square-600x600.jpg,,Shoulders,Dumbbell
Single Leg Push-off,https://www.bodybuilding.com/exercises/single-leg-push-off,https://www.bodybuilding.com/exercises/exerciseImages/sequences/818/Male/m/818_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/818/Male/m/818_2.jpg,Quadriceps,Other
Hip Circles (Prone),https://www.bodybuilding.com/exercises/hip-circles-prone,https://www.bodybuilding.com/images/2020/may/874_1.jpg,https://www.bodybuilding.com/images/2020/may/874_2.jpg,Abductors,
Reverse-grip bent-over row,https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-02b-reverse-grip-bent-over-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-02b-reverse-grip-bent-over-row-m2-square-600x600.jpg,Middle Back,Barbell
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/7/Male/m/7_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/7/Male/m/7_2.jpg,Forearms,Cable
Back extension,https://www.bodybuilding.com/exercises/hyperextensions-back-extensions,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-16m-back-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-16m-back-extension-m2-square-600x600.jpg,Lower Back,Body Only
Close-grip bench press,https://www.bodybuilding.com/exercises/close-grip-barbell-bench-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82e-close-grip-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82e-close-grip-bench-press-m2-square-600x600.jpg,Chest,Barbell
Cocoons,https://www.bodybuilding.com/exercises/cocoons,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-170a-cocoon-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-170a-cocoon-crunch-m2-square-600x600.jpg,Abdominals,Body Only
Cross-Body Crunch,https://www.bodybuilding.com/exercises/cross-body-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m2-square-600x600.jpg,Abdominals,Body Only
Dumbbell Flyes,https://www.bodybuilding.com/exercises/dumbbell-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31e-dumbbell-chest-fly-m1-square-600x600.jpg,,Chest,Dumbbell
Hammer Curls,https://www.bodybuilding.com/exercises/hammer-curls,,,Biceps,Dumbbell
Incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m2-square-600x600.jpg,,Chest,Dumbbell
Seated Dumbbell Press,https://www.bodybuilding.com/exercises/seated-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m2-square-600x600.jpg,Shoulders,Dumbbell
Standing dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m2-square-600x600.jpg,Shoulders,Dumbbell
EZ-Bar Curl,https://www.bodybuilding.com/exercises/ez-bar-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-46s-standing-ez-bar-curl-m1-crop-600x600.jpg,,Biceps,E-Z Curl Bar
Olympic Squat,https://www.bodybuilding.com/exercises/olympic-squat-,,,Quadriceps,Barbell
Natural Glute Ham Raise,https://www.bodybuilding.com/exercises/natural-glute-ham-raise,,,Hamstrings,Body Only
Axle Deadlift,https://www.bodybuilding.com/exercises/axle-deadlift,,,Lower Back,Other
Zottman Curl,https://www.bodybuilding.com/exercises/zottman-curl,,,Biceps,
Glute ham raise-,https://www.bodybuilding.com/exercises/floor-glute-ham-raise,,,Hamstrings,None
Single-arm lateral raise,https://www.bodybuilding.com/exercises/one-arm-side-laterals,,,Shoulders,Dumbbell
Power Partials,https://www.bodybuilding.com/exercises/power-partials,,,Shoulders,Dumbbell
Leverage Shrug,https://www.bodybuilding.com/exercises/leverage-shrug,https://www.bodybuilding.com/exercises/exerciseImages/sequences/898/Male/m/898_1.jpg,https://www.bodybuilding.com/images/2020/xdb/898_2.jpg,Traps,Machine
Cable V-bar push-down,https://www.bodybuilding.com/exercises/triceps-pushdown-v-bar-attachment,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m2-square-600x600.jpg,Triceps,Cable
Wrist Roller,https://www.bodybuilding.com/exercises/wrist-roller,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_2.jpg,Forearms,Other
Incline dumbbell reverse fly,https://www.bodybuilding.com/exercises/reverse-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-13n-incline-dumbbell-reverse-fly-m1-crop-600x600.jpg,,Shoulders,Dumbbell
Stair climber,https://www.bodybuilding.com/exercises/step-mill,,,Quadriceps,Machine
Elbow-to-knee crunch,https://www.bodybuilding.com/exercises/elbow-to-knee,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m2-square-600x600.jpg,Abdominals,Body Only
Kettlebell Pistol Squat,https://www.bodybuilding.com/exercises/kettlebell-pistol-squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/521/Male/m/521_2.jpg,,Quadriceps,Kettlebells
Overhead dumbbell front raise,https://www.bodybuilding.com/exercises/standing-dumbbell-straight-arm-front-delt-raise-above-head,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17d-overhead-dumbbell-front-raise-m1-square-600x600.jpg,,Shoulders,Dumbbell
Biceps curl to shoulder press,https://www.bodybuilding.com/exercises/biceps-curl-to-shoulder-press,,,Biceps,Dumbbell
Weighted bench dip,https://www.bodybuilding.com/exercises/weighted-bench-dip,,,Triceps,Body Only
Barbell Hip Thrust,https://www.bodybuilding.com/exercises/barbell-hip-thrust,,,Glutes,Barbell
Forward lunge,https://www.bodybuilding.com/exercises/bodyweight-lunge,,,Quadriceps,Body Only
Barbell Bench Press - Medium Grip,https://www.bodybuilding.com/exercises/barbell-bench-press-medium-grip,,,Chest,Barbell
Chest dip,https://www.bodybuilding.com/exercises/dips-chest-version,,,Chest,Other
Seated dumbbell shoulder press,https://www.bodybuilding.com/exercises/dumbbell-shoulder-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m2-square-600x600.jpg,Shoulders,Dumbbell
Barbell Curl,https://www.bodybuilding.com/exercises/barbell-curl,,,Biceps,Barbell
EZ-Bar Skullcrusher,https://www.bodybuilding.com/exercises/ez-bar-skullcrusher,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m2-square-600x600.jpg,Triceps,E-Z Curl Bar
One-Arm Dumbbell Row,https://www.bodybuilding.com/exercises/one-arm-dumbbell-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m2-square-600x600.jpg,Middle Back,Dumbbell
Alternating standing shoulder press,https://www.bodybuilding.com/exercises/standing-alternating-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m3-square-600x600.jpg,Shoulders,Dumbbell
Concentration curl,https://www.bodybuilding.com/exercises/concentration-curls,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-8e-concentration-curl-m1-square-600x600.jpg,,Biceps,Dumbbell
Decline Crunch,https://www.bodybuilding.com/exercises/decline-crunch,,,Abdominals,Body Only
Decline Dumbbell Flyes,https://www.bodybuilding.com/exercises/decline-dumbbell-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31n-decline-dumbbell-chest-fly-m2-square-600x600.jpg,,Chest,Dumbbell
Single-arm incline rear delt raise,https://www.bodybuilding.com/exercises/dumbbell-lying-one-arm-rear-lateral-raise,,,Shoulders,Dumbbell
Alternating dumbbell front raise,https://www.bodybuilding.com/exercises/front-dumbbell-raise,,,Shoulders,Dumbbell
Hanging toes-to-bar,https://www.bodybuilding.com/exercises/hanging-pike,,,Abdominals,Body Only
Narrow-stance squat,https://www.bodybuilding.com/exercises/narrow-stance-squats,,,Quadriceps,Barbell
Kneeling cable oblique crunch,https://www.bodybuilding.com/exercises/oblique-cable-crunch,,,Abdominals,Cable
Reverse Grip Triceps Pushdown,https://www.bodybuilding.com/exercises/reverse-grip-triceps-pushdown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19c-reverse-grip-cable-straight-bar-push-down-m2-square-600x600.jpg,,Triceps,Cable
Bear crawl sled drag,https://www.bodybuilding.com/exercises/bear-crawl-sled-drags-,,,Quadriceps,Other
Rocky Pull-Ups/Pulldowns,https://www.bodybuilding.com/exercises/rocky-pull-upspulldowns,,,Lats,Other
Snatch-Grip Behind-The-Neck Overhead Press,https://www.bodybuilding.com/exercises/snatch-grip-behind-the-neck-overhead-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_2.jpg,Shoulders,Barbell
Box Squat with Bands,https://www.bodybuilding.com/exercises/box-squat-with-bands,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_2.jpg,Quadriceps,Barbell
Flexor Incline Dumbbell Curls,https://www.bodybuilding.com/exercises/flexor-incline-dumbbell-curls,https://www.bodybuilding.com/exercises/exerciseImages/sequences/285/Male/m/285_1.jpg,,Biceps,Dumbbell
Seated One-Arm Dumbbell Palms-Up Wrist Curl,https://www.bodybuilding.com/exercises/seated-one-arm-dumbbell-palms-up-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/386/Male/m/386_1.jpg,,Forearms,Dumbbell
Thigh adductor,https://www.bodybuilding.com/exercises/thigh-adductor,,,Adductors,Machine
Machine Bicep Curl,https://www.bodybuilding.com/exercises/machine-bicep-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/899/Male/m/899_2.jpg,,Biceps,Machine
Seated Palms-Down Barbell Wrist Curl,https://www.bodybuilding.com/exercises/seated-palms-down-barbell-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/389/Male/m/389_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/389/Male/m/389_2.jpg,Forearms,
